Year,UNIT_MEASURE,Regions,Area,Sex,Value
2013,per 100000 population,Aktobe,Population of rural areas,,4.88
2013,per 100000 population,Almaty,Population of rural areas,,3.11
2013,per 100000 population,Atyrau,Population of rural areas,,2.37
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,,3.17
2013,per 100000 population,Zhambyl,Population of rural areas,,4.03
2013,per 100000 population,Karagandy,Population of rural areas,,2.73
2013,per 100000 population,Kostanay,Population of rural areas,,7.48
2013,per 100000 population,Kyzylorda,Population of rural areas,,2.62
2013,per 100000 population,Mangistau,Population of rural areas,,1.04
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,2.13
2013,per 100000 population,Pavlodar,Population of rural areas,,1.31
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,4.44
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,,5.04
2013,per 100000 population,,,Male,6.87
2013,per 100000 population,Akmola,,Male,9.31
2013,per 100000 population,Aktobe,,Male,4.14
2013,per 100000 population,Almaty,,Male,5.59
2013,per 100000 population,Atyrau,,Male,3.27
2013,per 100000 population,Batys Kazakhstan,,Male,6.0
2013,per 100000 population,Zhambyl,,Male,8.91
2013,per 100000 population,Karagandy,,Male,11.0
2013,per 100000 population,Kostanay,,Male,13.23
2013,per 100000 population,Kyzylorda,,Male,3.28
2013,per 100000 population,Mangistau,,Male,1.74
2013,per 100000 population,Ontustik Kazakhstan,,Male,4.1
2013,per 100000 population,Pavlodar,,Male,5.09
2013,per 100000 population,Soltustik Kazakhstan,,Male,5.81
2013,per 100000 population,Shygys Kazakhstan,,Male,5.43
2013,per 100000 population,Nur-Sultan city,,Male,9.89
2013,per 100000 population,Almaty city,,Male,12.07
2013,per 100000 population,,Population of urban areas,Male,8.74
2013,per 100000 population,Akmola,Population of urban areas,Male,8.04
2013,per 100000 population,Aktobe,Population of urban areas,Male,2.57
2013,per 100000 population,Almaty,Population of urban areas,Male,10.63
2013,per 100000 population,Atyrau,Population of urban areas,Male,3.93
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,8.51
2013,per 100000 population,Zhambyl,Population of urban areas,Male,15.19
2013,per 100000 population,Karagandy,Population of urban areas,Male,12.65
2013,per 100000 population,Kostanay,Population of urban areas,Male,15.46
2013,per 100000 population,Kyzylorda,Population of urban areas,Male,2.62
2013,per 100000 population,Mangistau,Population of urban areas,Male,2.12
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,7.04
2013,per 100000 population,Pavlodar,Population of urban areas,Male,6.67
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,3.68
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,3.98
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Male,9.89
2013,per 100000 population,Almaty city,Population of urban areas,Male,12.07
2013,per 100000 population,,Population of rural areas,Male,4.74
2013,per 100000 population,Akmola,Population of rural areas,Male,10.37
2013,per 100000 population,Aktobe,Population of rural areas,Male,6.51
2013,per 100000 population,Almaty,Population of rural areas,Male,4.14
2013,per 100000 population,Atyrau,Population of rural areas,Male,2.7
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,3.78
2013,per 100000 population,Zhambyl,Population of rural areas,Male,4.95
2013,per 100000 population,Karagandy,Population of rural areas,Male,5.42
2013,per 100000 population,Kostanay,Population of rural areas,Male,11.02
2013,per 100000 population,Kyzylorda,Population of rural areas,Male,3.75
2013,per 100000 population,Mangistau,Population of rural areas,Male,1.38
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,2.29
2013,per 100000 population,Pavlodar,Population of rural areas,Male,1.76
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,7.2
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,7.34
2013,per 100000 population,,,Female,2.54
2013,per 100000 population,Akmola,,Female,3.69
2013,per 100000 population,Aktobe,,Female,2.41
2013,per 100000 population,Almaty,,Female,2.8
2013,per 100000 population,Atyrau,,Female,1.4
2013,per 100000 population,Batys Kazakhstan,,Female,1.56
2013,per 100000 population,Zhambyl,,Female,5.82
2013,per 100000 population,Karagandy,,Female,2.64
2013,per 100000 population,Kostanay,,Female,3.87
2013,per 100000 population,Kyzylorda,,Female,1.36
2013,per 100000 population,Mangistau,,Female,0.34
2013,per 100000 population,Ontustik Kazakhstan,,Female,2.2
2013,per 100000 population,Pavlodar,,Female,1.51
2013,per 100000 population,Soltustik Kazakhstan,,Female,1.65
2013,per 100000 population,Shygys Kazakhstan,,Female,2.05
2013,per 100000 population,Nur-Sultan city,,Female,2.91
2013,per 100000 population,Almaty city,,Female,2.46
2013,per 100000 population,,Population of urban areas,Female,2.74
2013,per 100000 population,Akmola,Population of urban areas,Female,2.72
2013,per 100000 population,Aktobe,Population of urban areas,Female,1.91
2013,per 100000 population,Almaty,Population of urban areas,Female,5.03
2013,per 100000 population,Atyrau,Population of urban areas,Female,0.72
2013,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,0.61
2013,per 100000 population,Zhambyl,Population of urban areas,Female,9.65
2013,per 100000 population,Karagandy,Population of urban areas,Female,3.31
2013,per 100000 population,Kostanay,Population of urban areas,Female,3.66
2013,per 100000 population,Kyzylorda,Population of urban areas,Female,1.25
2013,per 100000 population,Mangistau,Population of urban areas,Female,0.0
2013,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,2.56
2013,per 100000 population,Pavlodar,Population of urban areas,Female,1.78
2013,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,1.52
2013,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,1.58
2013,per 100000 population,Nur-Sultan city,Population of urban areas,Female,2.91
2013,per 100000 population,Almaty city,Population of urban areas,Female,2.46
2013,per 100000 population,,Population of rural areas,Female,2.29
2013,per 100000 population,Akmola,Population of rural areas,Female,4.59
2013,per 100000 population,Aktobe,Population of rural areas,Female,3.24
2013,per 100000 population,Almaty,Population of rural areas,Female,2.1
2013,per 100000 population,Atyrau,Population of rural areas,Female,2.05
2013,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,2.55
2013,per 100000 population,Zhambyl,Population of rural areas,Female,3.11
2013,per 100000 population,Karagandy,Population of rural areas,Female,0.0
2013,per 100000 population,Kostanay,Population of rural areas,Female,4.11
2013,per 100000 population,Kyzylorda,Population of rural areas,Female,1.45
2013,per 100000 population,Mangistau,Population of rural areas,Female,0.7
2013,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,1.96
2013,per 100000 population,Pavlodar,Population of rural areas,Female,0.86
2013,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,1.75
2013,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,2.77
2014,per 100000 population,,,,4.35
2014,per 100000 population,Akmola,,,8.29
2014,per 100000 population,Aktobe,,,2.45
2014,per 100000 population,Almaty,,,3.74
2014,per 100000 population,Atyrau,,,3.65
2014,per 100000 population,Batys Kazakhstan,,,4.15
2014,per 100000 population,Zhambyl,,,3.76
2014,per 100000 population,Karagandy,,,5.6
2014,per 100000 population,Kostanay,,,8.4
2014,per 100000 population,Kyzylorda,,,1.34
2014,per 100000 population,Mangistau,,,1.51
2014,per 100000 population,Ontustik Kazakhstan,,,4.13
2014,per 100000 population,Pavlodar,,,3.98
2014,per 100000 population,Soltustik Kazakhstan,,,3.31
2014,per 100000 population,Shygys Kazakhstan,,,3.87
2014,per 100000 population,Nur-Sultan city,,,5.04
2014,per 100000 population,Almaty city,,,5.15
2014,per 100000 population,,Population of urban areas,,4.75
2014,per 100000 population,Akmola,Population of urban areas,,8.36
2014,per 100000 population,Aktobe,Population of urban areas,,2.18
2014,per 100000 population,Almaty,Population of urban areas,,3.47
2014,per 100000 population,Atyrau,Population of urban areas,,2.97
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,,5.81
2014,per 100000 population,Zhambyl,Population of urban areas,,3.64
2014,per 100000 population,Karagandy,Population of urban areas,,6.37
2014,per 100000 population,Kostanay,Population of urban areas,,7.21
2014,per 100000 population,Kyzylorda,Population of urban areas,,1.56
2014,per 100000 population,Mangistau,Population of urban areas,,1.43
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,5.7
2014,per 100000 population,Pavlodar,Population of urban areas,,4.36
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,2.89
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,,3.64
2014,per 100000 population,Nur-Sultan city,Population of urban areas,,5.04
2014,per 100000 population,Almaty city,Population of urban areas,,5.15
2014,per 100000 population,,Population of rural areas,,3.84
2014,per 100000 population,Akmola,Population of rural areas,,8.22
2014,per 100000 population,Aktobe,Population of rural areas,,2.89
2014,per 100000 population,Almaty,Population of rural areas,,3.82
2014,per 100000 population,Atyrau,Population of rural areas,,4.26
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,,2.52
2014,per 100000 population,Zhambyl,Population of rural areas,,3.84
2014,per 100000 population,Karagandy,Population of rural areas,,2.75
2014,per 100000 population,Kostanay,Population of rural areas,,9.68
2014,per 100000 population,Kyzylorda,Population of rural areas,,1.18
2014,per 100000 population,Mangistau,Population of rural areas,,1.58
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,3.0
2014,per 100000 population,Pavlodar,Population of rural areas,,3.09
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,3.62
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,,4.21
2014,per 100000 population,,,Male,6.29
2014,per 100000 population,Akmola,,Male,12.66
2014,per 100000 population,Aktobe,,Male,3.81
2014,per 100000 population,Almaty,,Male,5.21
2014,per 100000 population,Atyrau,,Male,3.55
2014,per 100000 population,Batys Kazakhstan,,Male,5.94
2014,per 100000 population,Zhambyl,,Male,5.79
2014,per 100000 population,Karagandy,,Male,8.16
2014,per 100000 population,Kostanay,,Male,10.57
2014,per 100000 population,Kyzylorda,,Male,2.15
2014,per 100000 population,Mangistau,,Male,1.01
2014,per 100000 population,Ontustik Kazakhstan,,Male,5.55
2014,per 100000 population,Pavlodar,,Male,6.19
2014,per 100000 population,Soltustik Kazakhstan,,Male,4.75
2014,per 100000 population,Shygys Kazakhstan,,Male,6.18
2014,per 100000 population,Nur-Sultan city,,Male,6.71
2014,per 100000 population,Almaty city,,Male,9.6
2014,per 100000 population,,Population of urban areas,Male,7.34
2014,per 100000 population,Akmola,Population of urban areas,Male,12.93
2014,per 100000 population,Aktobe,Population of urban areas,Male,3.77
2014,per 100000 population,Almaty,Population of urban areas,Male,5.46
2014,per 100000 population,Atyrau,Population of urban areas,Male,4.66
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,10.46
2014,per 100000 population,Zhambyl,Population of urban areas,Male,5.29
2014,per 100000 population,Karagandy,Population of urban areas,Male,9.54
2014,per 100000 population,Kostanay,Population of urban areas,Male,10.03
2014,per 100000 population,Kyzylorda,Population of urban areas,Male,2.55
2014,per 100000 population,Mangistau,Population of urban areas,Male,0.0
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,7.84
2014,per 100000 population,Pavlodar,Population of urban areas,Male,6.59
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,4.56
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,6.32
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Male,6.71
2014,per 100000 population,Almaty city,Population of urban areas,Male,9.6
2014,per 100000 population,,Population of rural areas,Male,5.04
2014,per 100000 population,Akmola,Population of rural areas,Male,12.43
2014,per 100000 population,Aktobe,Population of rural areas,Male,3.87
2014,per 100000 population,Almaty,Population of rural areas,Male,5.13
2014,per 100000 population,Atyrau,Population of rural areas,Male,2.61
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,1.88
2014,per 100000 population,Zhambyl,Population of rural areas,Male,6.11
2014,per 100000 population,Karagandy,Population of rural areas,Male,3.41
2014,per 100000 population,Kostanay,Population of rural areas,Male,11.11
2014,per 100000 population,Kyzylorda,Population of rural areas,Male,1.85
2014,per 100000 population,Mangistau,Population of rural areas,Male,1.9
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,3.95
2014,per 100000 population,Pavlodar,Population of rural areas,Male,5.32
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,4.88
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,5.99
2014,per 100000 population,,,Female,2.54
2014,per 100000 population,Akmola,,Female,4.2
2014,per 100000 population,Aktobe,,Female,1.18
2014,per 100000 population,Almaty,,Female,2.32
2014,per 100000 population,Atyrau,,Female,3.76
2014,per 100000 population,Batys Kazakhstan,,Female,2.47
2014,per 100000 population,Zhambyl,,Female,1.8
2014,per 100000 population,Karagandy,,Female,3.31
2014,per 100000 population,Kostanay,,Female,6.45
2014,per 100000 population,Kyzylorda,,Female,0.54
2014,per 100000 population,Mangistau,,Female,2.0
2014,per 100000 population,Ontustik Kazakhstan,,Female,2.73
2014,per 100000 population,Pavlodar,,Female,2.01
2014,per 100000 population,Soltustik Kazakhstan,,Female,2.0
2014,per 100000 population,Shygys Kazakhstan,,Female,1.78
2014,per 100000 population,Nur-Sultan city,,Female,3.48
2014,per 100000 population,Almaty city,,Female,1.4
2014,per 100000 population,,Population of urban areas,Female,2.46
2014,per 100000 population,Akmola,Population of urban areas,Female,4.34
2014,per 100000 population,Aktobe,Population of urban areas,Female,0.75
2014,per 100000 population,Almaty,Population of urban areas,Female,1.65
2014,per 100000 population,Atyrau,Population of urban areas,Female,1.42
2014,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,1.8
2014,per 100000 population,Zhambyl,Population of urban areas,Female,2.16
2014,per 100000 population,Karagandy,Population of urban areas,Female,3.62
2014,per 100000 population,Kostanay,Population of urban areas,Female,4.83
2014,per 100000 population,Kyzylorda,Population of urban areas,Female,0.61
2014,per 100000 population,Mangistau,Population of urban areas,Female,2.82
2014,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,3.68
2014,per 100000 population,Pavlodar,Population of urban areas,Female,2.46
2014,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,1.51
2014,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,1.35
2014,per 100000 population,Nur-Sultan city,Population of urban areas,Female,3.48
2014,per 100000 population,Almaty city,Population of urban areas,Female,1.4
2014,per 100000 population,,Population of rural areas,Female,2.64
2014,per 100000 population,Akmola,Population of rural areas,Female,4.08
2014,per 100000 population,Aktobe,Population of rural areas,Female,1.92
2014,per 100000 population,Almaty,Population of rural areas,Female,2.53
2014,per 100000 population,Atyrau,Population of rural areas,Female,5.93
2014,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,3.17
2014,per 100000 population,Zhambyl,Population of rural areas,Female,1.54
2014,per 100000 population,Karagandy,Population of rural areas,Female,2.08
2014,per 100000 population,Kostanay,Population of rural areas,Female,8.31
2014,per 100000 population,Kyzylorda,Population of rural areas,Female,0.48
2014,per 100000 population,Mangistau,Population of rural areas,Female,1.26
2014,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,2.02
2014,per 100000 population,Pavlodar,Population of rural areas,Female,0.88
2014,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,2.38
2014,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,2.45
2015,per 100000 population,,,,3.73
2015,per 100000 population,Akmola,,,8.1
2015,per 100000 population,Aktobe,,,2.41
2015,per 100000 population,Almaty,,,5.53
2015,per 100000 population,Atyrau,,,0.85
2015,per 100000 population,Batys Kazakhstan,,,2.84
2015,per 100000 population,Zhambyl,,,1.81
2015,per 100000 population,Karagandy,,,5.5
2015,per 100000 population,Kostanay,,,7.59
2015,per 100000 population,Kyzylorda,,,1.32
2015,per 100000 population,Mangistau,,,0.32
2015,per 100000 population,Ontustik Kazakhstan,,,2.38
2015,per 100000 population,Pavlodar,,,0.92
2015,per 100000 population,Soltustik Kazakhstan,,,2.45
2015,per 100000 population,Shygys Kazakhstan,,,3.58
2015,per 100000 population,Nur-Sultan city,,,5.22
2015,per 100000 population,Almaty city,,,5.2
2015,per 100000 population,,Population of urban areas,,4.02
2015,per 100000 population,Akmola,Population of urban areas,,9.73
2015,per 100000 population,Aktobe,Population of urban areas,,2.52
2015,per 100000 population,Almaty,Population of urban areas,,8.33
2015,per 100000 population,Atyrau,Population of urban areas,,1.08
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,,2.86
2015,per 100000 population,Zhambyl,Population of urban areas,,1.57
2015,per 100000 population,Karagandy,Population of urban areas,,5.4
2015,per 100000 population,Kostanay,Population of urban areas,,7.55
2015,per 100000 population,Kyzylorda,Population of urban areas,,1.21
2015,per 100000 population,Mangistau,Population of urban areas,,0.37
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,2.69
2015,per 100000 population,Pavlodar,Population of urban areas,,0.56
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,0.81
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,,2.89
2015,per 100000 population,Nur-Sultan city,Population of urban areas,,5.22
2015,per 100000 population,Almaty city,Population of urban areas,,5.2
2015,per 100000 population,,Population of rural areas,,3.37
2015,per 100000 population,Akmola,Population of rural areas,,6.65
2015,per 100000 population,Aktobe,Population of rural areas,,2.24
2015,per 100000 population,Almaty,Population of rural areas,,4.64
2015,per 100000 population,Atyrau,Population of rural areas,,0.65
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,,2.82
2015,per 100000 population,Zhambyl,Population of rural areas,,1.97
2015,per 100000 population,Karagandy,Population of rural areas,,5.88
2015,per 100000 population,Kostanay,Population of rural areas,,7.64
2015,per 100000 population,Kyzylorda,Population of rural areas,,1.4
2015,per 100000 population,Mangistau,Population of rural areas,,0.29
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,2.13
2015,per 100000 population,Pavlodar,Population of rural areas,,1.78
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,3.7
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,,4.61
2015,per 100000 population,,,Male,5.25
2015,per 100000 population,Akmola,,Male,11.18
2015,per 100000 population,Aktobe,,Male,2.75
2015,per 100000 population,Almaty,,Male,7.14
2015,per 100000 population,Atyrau,,Male,1.04
2015,per 100000 population,Batys Kazakhstan,,Male,4.25
2015,per 100000 population,Zhambyl,,Male,2.21
2015,per 100000 population,Karagandy,,Male,8.42
2015,per 100000 population,Kostanay,,Male,11.02
2015,per 100000 population,Kyzylorda,,Male,1.58
2015,per 100000 population,Mangistau,,Male,0.33
2015,per 100000 population,Ontustik Kazakhstan,,Male,2.93
2015,per 100000 population,Pavlodar,,Male,1.68
2015,per 100000 population,Soltustik Kazakhstan,,Male,3.68
2015,per 100000 population,Shygys Kazakhstan,,Male,4.36
2015,per 100000 population,Nur-Sultan city,,Male,7.45
2015,per 100000 population,Almaty city,,Male,9.55
2015,per 100000 population,,Population of urban areas,Male,6.06
2015,per 100000 population,Akmola,Population of urban areas,Male,12.83
2015,per 100000 population,Aktobe,Population of urban areas,Male,3.27
2015,per 100000 population,Almaty,Population of urban areas,Male,12.54
2015,per 100000 population,Atyrau,Population of urban areas,Male,1.5
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,4.8
2015,per 100000 population,Zhambyl,Population of urban areas,Male,2.37
2015,per 100000 population,Karagandy,Population of urban areas,Male,8.47
2015,per 100000 population,Kostanay,Population of urban areas,Male,11.3
2015,per 100000 population,Kyzylorda,Population of urban areas,Male,1.24
2015,per 100000 population,Mangistau,Population of urban areas,Male,0.0
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,3.42
2015,per 100000 population,Pavlodar,Population of urban areas,Male,0.82
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,1.79
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,3.65
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Male,7.45
2015,per 100000 population,Almaty city,Population of urban areas,Male,9.55
2015,per 100000 population,,Population of rural areas,Male,4.26
2015,per 100000 population,Akmola,Population of rural areas,Male,9.79
2015,per 100000 population,Aktobe,Population of rural areas,Male,1.92
2015,per 100000 population,Almaty,Population of rural areas,Male,5.49
2015,per 100000 population,Atyrau,Population of rural areas,Male,0.64
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,3.74
2015,per 100000 population,Zhambyl,Population of rural areas,Male,2.12
2015,per 100000 population,Karagandy,Population of rural areas,Male,8.23
2015,per 100000 population,Kostanay,Population of rural areas,Male,10.74
2015,per 100000 population,Kyzylorda,Population of rural areas,Male,1.83
2015,per 100000 population,Mangistau,Population of rural areas,Male,0.58
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,2.55
2015,per 100000 population,Pavlodar,Population of rural areas,Male,3.57
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,4.98
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,5.33
2015,per 100000 population,,,Female,2.32
2015,per 100000 population,Akmola,,Female,5.23
2015,per 100000 population,Aktobe,,Female,2.1
2015,per 100000 population,Almaty,,Female,3.97
2015,per 100000 population,Atyrau,,Female,0.67
2015,per 100000 population,Batys Kazakhstan,,Female,1.53
2015,per 100000 population,Zhambyl,,Female,1.42
2015,per 100000 population,Karagandy,,Female,2.89
2015,per 100000 population,Kostanay,,Female,4.51
2015,per 100000 population,Kyzylorda,,Female,1.05
2015,per 100000 population,Mangistau,,Female,0.32
2015,per 100000 population,Ontustik Kazakhstan,,Female,1.84
2015,per 100000 population,Pavlodar,,Female,0.25
2015,per 100000 population,Soltustik Kazakhstan,,Female,1.34
2015,per 100000 population,Shygys Kazakhstan,,Female,2.87
2015,per 100000 population,Nur-Sultan city,,Female,3.13
2015,per 100000 population,Almaty city,,Female,1.54
2015,per 100000 population,,Population of urban areas,Female,2.2
2015,per 100000 population,Akmola,Population of urban areas,Female,7.01
2015,per 100000 population,Aktobe,Population of urban areas,Female,1.84
2015,per 100000 population,Almaty,Population of urban areas,Female,4.49
2015,per 100000 population,Atyrau,Population of urban areas,Female,0.69
2015,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,1.18
2015,per 100000 population,Zhambyl,Population of urban areas,Female,0.85
2015,per 100000 population,Karagandy,Population of urban areas,Female,2.74
2015,per 100000 population,Kostanay,Population of urban areas,Female,4.38
2015,per 100000 population,Kyzylorda,Population of urban areas,Female,1.19
2015,per 100000 population,Mangistau,Population of urban areas,Female,0.74
2015,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,2.0
2015,per 100000 population,Pavlodar,Population of urban areas,Female,0.35
2015,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2015,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,2.23
2015,per 100000 population,Nur-Sultan city,Population of urban areas,Female,3.13
2015,per 100000 population,Almaty city,Population of urban areas,Female,1.54
2015,per 100000 population,,Population of rural areas,Female,2.47
2015,per 100000 population,Akmola,Population of rural areas,Female,3.55
2015,per 100000 population,Aktobe,Population of rural areas,Female,2.55
2015,per 100000 population,Almaty,Population of rural areas,Female,3.8
2015,per 100000 population,Atyrau,Population of rural areas,Female,0.65
2015,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,1.89
2015,per 100000 population,Zhambyl,Population of rural areas,Female,1.83
2015,per 100000 population,Karagandy,Population of rural areas,Female,3.49
2015,per 100000 population,Kostanay,Population of rural areas,Female,4.67
2015,per 100000 population,Kyzylorda,Population of rural areas,Female,0.95
2015,per 100000 population,Mangistau,Population of rural areas,Female,0.0
2015,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,1.69
2015,per 100000 population,Pavlodar,Population of rural areas,Female,0.0
2015,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,2.44
2015,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,3.89
2016,per 100000 population,,,,3.15
2016,per 100000 population,Akmola,,,7.03
2016,per 100000 population,Aktobe,,,1.9
2016,per 100000 population,Almaty,,,4.02
2016,per 100000 population,Atyrau,,,1.33
2016,per 100000 population,Batys Kazakhstan,,,2.82
2016,per 100000 population,Zhambyl,,,1.8
2016,per 100000 population,Karagandy,,,3.83
2016,per 100000 population,Kostanay,,,5.56
2016,per 100000 population,Kyzylorda,,,1.04
2016,per 100000 population,Mangistau,,,1.26
2016,per 100000 population,Ontustik Kazakhstan,,,2.8
2016,per 100000 population,Pavlodar,,,1.98
2016,per 100000 population,Soltustik Kazakhstan,,,3.18
2016,per 100000 population,Shygys Kazakhstan,,,2.58
2016,per 100000 population,Nur-Sultan city,,,3.58
2016,per 100000 population,Almaty city,,,3.94
2016,per 100000 population,,Population of urban areas,,3.09
2016,per 100000 population,Akmola,Population of urban areas,,6.86
2016,per 100000 population,Aktobe,Population of urban areas,,1.9
2016,per 100000 population,Almaty,Population of urban areas,,4.86
2016,per 100000 population,Atyrau,Population of urban areas,,1.74
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,,2.49
2016,per 100000 population,Zhambyl,Population of urban areas,,0.67
2016,per 100000 population,Karagandy,Population of urban areas,,4.19
2016,per 100000 population,Kostanay,Population of urban areas,,3.42
2016,per 100000 population,Kyzylorda,Population of urban areas,,1.48
2016,per 100000 population,Mangistau,Population of urban areas,,1.1
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,2.95
2016,per 100000 population,Pavlodar,Population of urban areas,,1.68
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,2.41
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,,1.91
2016,per 100000 population,Nur-Sultan city,Population of urban areas,,3.58
2016,per 100000 population,Almaty city,Population of urban areas,,3.94
2016,per 100000 population,,Population of rural areas,,3.24
2016,per 100000 population,Akmola,Population of rural areas,,7.19
2016,per 100000 population,Aktobe,Population of rural areas,,1.91
2016,per 100000 population,Almaty,Population of rural areas,,3.75
2016,per 100000 population,Atyrau,Population of rural areas,,0.96
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,,3.14
2016,per 100000 population,Zhambyl,Population of rural areas,,2.56
2016,per 100000 population,Karagandy,Population of rural areas,,2.45
2016,per 100000 population,Kostanay,Population of rural areas,,7.98
2016,per 100000 population,Kyzylorda,Population of rural areas,,0.69
2016,per 100000 population,Mangistau,Population of rural areas,,1.38
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,2.68
2016,per 100000 population,Pavlodar,Population of rural areas,,2.69
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,3.78
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,,3.6
2016,per 100000 population,,,Male,4.43
2016,per 100000 population,Akmola,,Male,10.07
2016,per 100000 population,Aktobe,,Male,3.45
2016,per 100000 population,Almaty,,Male,5.99
2016,per 100000 population,Atyrau,,Male,2.71
2016,per 100000 population,Batys Kazakhstan,,Male,3.24
2016,per 100000 population,Zhambyl,,Male,2.2
2016,per 100000 population,Karagandy,,Male,5.49
2016,per 100000 population,Kostanay,,Male,8.39
2016,per 100000 population,Kyzylorda,,Male,1.56
2016,per 100000 population,Mangistau,,Male,1.58
2016,per 100000 population,Ontustik Kazakhstan,,Male,2.88
2016,per 100000 population,Pavlodar,,Male,3.07
2016,per 100000 population,Soltustik Kazakhstan,,Male,3.7
2016,per 100000 population,Shygys Kazakhstan,,Male,3.62
2016,per 100000 population,Nur-Sultan city,,Male,5.85
2016,per 100000 population,Almaty city,,Male,6.21
2016,per 100000 population,,Population of urban areas,Male,4.59
2016,per 100000 population,Akmola,Population of urban areas,Male,9.74
2016,per 100000 population,Aktobe,Population of urban areas,Male,4.01
2016,per 100000 population,Almaty,Population of urban areas,Male,8.41
2016,per 100000 population,Atyrau,Population of urban areas,Male,3.63
