Year,UNIT_MEASURE,Аймақ,Жынысы,Өңірлер,Value
2019,пайыз,ауыл,,Қызылорда,78.87415835899577
2019,пайыз,ауыл,ерлер,Қызылорда,78.3011713585915
2019,пайыз,ауыл,әйелдер,Қызылорда,79.46889193817745
2019,пайыз,,,Маңғыстау,91.57749868877038
2019,пайыз,,ерлер,Маңғыстау,92.14973329991491
2019,пайыз,,әйелдер,Маңғыстау,91.01787104469574
2019,пайыз,қала,,Маңғыстау,94.53370247880466
2019,пайыз,қала,ерлер,Маңғыстау,95.27387710603698
2019,пайыз,қала,әйелдер,Маңғыстау,93.8051508311102
2019,пайыз,ауыл,,Маңғыстау,89.564875553
2019,пайыз,ауыл,ерлер,Маңғыстау,90.01109052904499
2019,пайыз,ауыл,әйелдер,Маңғыстау,89.13040331429333
2019,пайыз,,,Павлодар,86.38593634257899
2019,пайыз,,ерлер,Павлодар,86.6105273710394
2019,пайыз,,әйелдер,Павлодар,86.18744912593512
2019,пайыз,қала,,Павлодар,89.33343854672616
2019,пайыз,қала,ерлер,Павлодар,89.16760233305472
2019,пайыз,қала,әйелдер,Павлодар,89.4723886108148
2019,пайыз,ауыл,,Павлодар,79.247199883318
2019,пайыз,ауыл,ерлер,Павлодар,80.97787097842283
2019,пайыз,ауыл,әйелдер,Павлодар,77.50780261280384
2019,пайыз,,,Солтүстік Қазақстан,86.56174405860921
2019,пайыз,,ерлер,Солтүстік Қазақстан,87.12644538101532
2019,пайыз,,әйелдер,Солтүстік Қазақстан,86.05061491059438
2019,пайыз,қала,,Солтүстік Қазақстан,91.10871979855236
2019,пайыз,қала,ерлер,Солтүстік Қазақстан,91.83205297502576
2019,пайыз,қала,әйелдер,Солтүстік Қазақстан,90.51866820252944
2019,пайыз,ауыл,,Солтүстік Қазақстан,82.75007124019653
2019,пайыз,ауыл,ерлер,Солтүстік Қазақстан,83.55901115844702
2019,пайыз,ауыл,әйелдер,Солтүстік Қазақстан,81.95153268243772
2019,пайыз,,,Түркістан,82.5290445887229
2019,пайыз,,ерлер,Түркістан,83.31113544133714
2019,пайыз,,әйелдер,Түркістан,81.72833559389353
2019,пайыз,қала,,Түркістан,79.55130816230613
2019,пайыз,қала,ерлер,Түркістан,78.20592112250189
2019,пайыз,қала,әйелдер,Түркістан,80.90508489492642
2019,пайыз,ауыл,,Түркістан,83.22924940209455
2019,пайыз,ауыл,ерлер,Түркістан,84.49895164484562
2019,пайыз,ауыл,әйелдер,Түркістан,81.92401855494651
2019,пайыз,,,Шығыс Қазақстан,89.73957792581469
2019,пайыз,,ерлер,Шығыс Қазақстан,89.85391384514374
2019,пайыз,,әйелдер,Шығыс Қазақстан,89.63688736152307
2019,пайыз,қала,,Шығыс Қазақстан,95.3212775852969
2019,пайыз,қала,ерлер,Шығыс Қазақстан,96.20867247043412
2019,пайыз,қала,әйелдер,Шығыс Қазақстан,94.575242849774
2019,пайыз,ауыл,,Шығыс Қазақстан,80.78333218038777
2019,пайыз,ауыл,ерлер,Шығыс Қазақстан,80.53133366344112
2019,пайыз,ауыл,әйелдер,Шығыс Қазақстан,81.03487997051099
2019,пайыз,,,Нұр-Сұлтан қаласы,94.68484430376178
2019,пайыз,,ерлер,Нұр-Сұлтан қаласы,98.0475976650202
2019,пайыз,,әйелдер,Нұр-Сұлтан қаласы,91.6567179417714
2019,пайыз,,,Алматы қаласы,88.34328696189951
2019,пайыз,,ерлер,Алматы қаласы,88.80549458330384
2019,пайыз,,әйелдер,Алматы қаласы,87.96372567704783
2019,пайыз,,,Шымкент қаласы,88.62556452748156
2019,пайыз,,ерлер,Шымкент қаласы,89.2977641819245
2019,пайыз,,әйелдер,Шымкент қаласы,88.01857636125095
